Date,Location,Level,Type,Title/Description ,Comments,Travel restrictions,State of Emergency,School Closure ,Work Closure,Business closing,Gatherings,COVID/Antibody Testing,Safer at Home,Reopening,Relief/Funding/Grant,Masks,Other,Economics
3/19/2020,Pennsylvania,State,Signed,Executive order suspending all non-life-sustaining business,,,,,,,,,,,,,,
3/19/2020,Pennsylvania,State,Announcement,Low-interest loans for small business,and eligible non-profits through the U.S. Small Business Administration,,,,,,,,,,,,,
3/23/2020,Pennsylvania,State,Issued,Stay at Home” orders to seven highest-burden counties that will be in effect until April 6.,,,,,,,,,,,,,,
3/23/2020,Pennsylvania,State,Announcement,"Updated previous school closure guidance, extending the deadline to at least April 6.",,,,,,,,,,,,,,
3/24/2020,Pennsylvania,State,Announcement,Posted Frequently Asked Questions related to the Executive Order mandating businesses closures for non-life-sustaining businesses ,,,,,,,,,,,,,,
3/25/2020,Pennsylvania,State,Announcement,funding is available for small businesses through a program under the Pennsylvania Industrial Development Authority’s Small Business First Fund,,,,,,,,,,,,,,
3/25/2020,Pennsylvania,County,Announcement,Stay at Home” order to Lehigh,,,,,,,,,,,,,,
3/25/2020,Pennsylvania,County,Announcement,Stay at Home” order to Northampton,,,,,,,,,,,,,,
3/26/2020,Pennsylvania,State,Announcement,web portal to source needed supplies for medical providers,,,,,,,,,,,,,,
3/26/2020,Pennsylvania,State,Announcement,$50 million in transferred state funding will be spent to purchase medical equipment and supplies,,,,,,,,,,,,,,
3/26/2020,Pennsylvania,State,Announcement,Submitted letter to USDA,"Waive eligibility requirements for the Emergency Food Assistance Program;
Reconsider Pennsylvania’s request for temporary waivers to allow more food to be distributed at school feeding sites and food banks; and
Reconsider its interpretation of recent changes to the Supplemental Nutrition Assistance Program to allow for additional flexibility.",,,,,,,,,,,,,
3/27/2020,Pennsylvania,State,Announcement,Medicare and Medicaid approved section 1135 waiver,,,,,,,,,,,,,,
3/27/2020,Pennsylvania,State,Signed,House Bill 1232,provides $50 million to purchase medical equipment and supplies,,,,,,,,,,,,,
3/27/2020,Pennsylvania,State,Signed,Senate Bill 751,"waives the requirement for schools to be in session at least 180 days, provides for continuity of education plans, ensures school employees are paid during the closure, and provides the Secretary of Education with authority to waive student teacher and standardized assessments.",,,,,,,,,,,,,
3/27/2020,Pennsylvania,State,Signed,Senate Bill 422,reschedules the 2020 primary election from April 28 to June 2 and makes other election process changes.,,,,,,,,,,,,,
3/27/2020,Pennsylvania,State,Signed,House Bill 68,applying for unemployment compensation easier for workers by waiving the one week waiting period and job search and work registration requirements for claimants,,,,,,,,,,,,,
3/27/2020,Pennsylvania,State,Announcement,“Stay at Home” orders to include nine additional counties,,,,,,,,,,,,,,
3/28/2020,Pennsylvania,State,Announcement,“Stay at Home” orders to include three additional counties,,,,,,,,,,,,,,
3/28/2020,Pennsylvania,State,Announcement,approved request by the Pennsylvania Department of State to suspend several provisions that create barriers to temporary licensure,"streamlined the process for retired doctors, nurses, medical students, pharmacists, and other healthcare workers, allowed out-of-state practitioners to practice in the state, expanded telemedicine, and launched a portal to purchase medical supplies. ",,,,,,,,,,,,,
3/28/2020,Pennsylvania,State,Announcement,approval for the Pennsylvania Department of Agriculture to operate a Disaster Household Distribution program,,,,,,,,,,,,,,
3/29/2020,Pennsylvania,State,Announcement,requested  major disaster declaration,,,,,,,,,,,,,,
3/30/2020,Pennsylvania,State,Announcement,establishing a policy that strictly prohibits discrimination based on disability or socioeconomic status,,,,,,,,,,,,,,
3/30/2020,Pennsylvania,State,Announcement,“Stay at Home” order to four additional counties,,,,,,,,,,,,,,
3/30/2020,Pennsylvania,State,Announcement,extended stay-at-home orders through April 30 ,,,,,,,,,,,,,,
3/31/2020,Pennsylvania,State,Announcement,governor approval of major disaster declaration,,,,,,,,,,,,,,
3/31/2020,Pennsylvania,State,Announcement,“Stay at Home” order to seven additional counties,,,,,,,,,,,,,,
3/31/2020,Pennsylvania,State,Announcement, stay at home order to all 67 of the state’s counties. The order will continue until April 30.,,,,,,,,,,,,,,
4/3/2020,Pennsylvania,State,Issued,Gudiance on universal masking,,,,,,,,,,,,,,
4/4/2020,Pennsylvania,State,Issued,updated stay-at-home guidance encouraging religious leaders from across the commonwealth to explore and embrace alternative forms of faith gatherings.,,,,,,,,,,,,,,
4/4/2020,Pennsylvania,State,Signed,order providing direction for maintaining and cleaning businesses authorized to maintain in-person operations,"Maintain pre-existing cleaning protocols established in the facility for all other areas of the building;
Clean and disinfect high-touch areas routinely in accordance with CDC guidelines;
Ensure that the facility has the workforce to perform all cleaning protocols in an effective manner; and,
Ensure that the facility has a sufficient number of security employees to control access, maintain order, and enforce social distancing of at least 6 feet.",,,,,,,,,,,,,
4/6/2020,Pennsylvania,State,Announcement,Urged Pennsylvania manufacturers that are currently producing or can pivot to producing COVID-19 related supplies to submit their information to the newly developed Pennsylvania Manufacturing Call to Action,,,,,,,,,,,,,,
4/7/2020,Pennsylvania,State,Announcement,volunteer efforts to distribute meals and other life-sustaining services in Pennsylvania remain an essential activity,,,,,,,,,,,,,,
4/7/2020,Pennsylvania,State,Announcement,public to remain vigilant against hate and compassionate to all peoples after the FBI warned of an uptick in incidents targeting members of the Asian American community due to misinformation and xenophobic,,,,,,,,,,,,,,
4/8/2020,Pennsylvania,State,Signed,"executive order to ensure the efficient allocation and effective use of N95 face masks, ventilators, respirators, face shields, safety goggles, disinfectants ",,,,,,,,,,,,,,
4/9/2020,Pennsylvania,State,Announcement,Closure of schools for the remainder of the academic year,,,,,,,,,,,,,,
4/10/2020,Pennsylvania,State,Ordered,establish a Temporary Program to Reprieve Sentences of Incarceration,help aid the department in the transfer of qualifying individuals to community corrections facilities or home confinement.,,,,,,,,,,,,,
4/10/2020,Pennsylvania,State,Announcement,"$450 million loan package to be made immediately available to the commonwealth’s hospitals to provide financial support for working capital to ensure that these facilities have sufficient personnel, equipment, and personal protective equipment.",,,,,,,,,,,,,,
4/13/2020,Pennsylvania,State,Announcement,"formation of a regional coalition with New Jersey Governor Phil Murphy, Connecticut Governor Ned Lamont, New York Governor Andrew Cuomo, Delaware Governor John Carney, Massachusetts Governor Charlie Baker, and Rhode Island Governor Gina Raimondo to develop a unified regional framework to gradually lift the states’ stay at home orders while minimizing the risk of increased spread of the virus",,,,,,,,,,,,,,
4/14/2020,Pennsylvania,State,Announcement,businesses that collect Pennsylvania sales tax will not have to make Accelerated Sales Tax prepayments over the next three months,,,,,,,,,,,,,,
4/15/2020,Pennsylvania,State,Announcement,"Sent letter to USDA urging them to publish a plan to support agriculture producers, food processors, workers, and local food systems, regardless of size of operation",,,,,,,,,,,,,,
4/15/2020,Pennsylvania,State,Announcement,Department of Revenue is providing relief to economically dislocated Pennsylvanians and businesses ,,,,,,,,,,,,,,
4/15/2020,Pennsylvania,State,Announcement,COVID-19 Response Task Force for Health Disparity that will help communicate issues with how the pandemic is affecting the state’s minority and vulnerable populations.,,,,,,,,,,,,,,
4/15/2020,Pennsylvania,State,Issued,order directing protections for critical workers who are employed at businesses that are authorized to maintain in-person operations,,,,,,,,,,,,,,
4/17/2020,Pennsylvania,State,Announcement,"Gov announced a state plan to provide citizens and businesses relief, allow for a safe and expedient reopening and outline a statewide recovery",,,,,,,,,,,,,,
4/18/2020,Pennsylvania,State,Announcement,Gov announced nearly $16 million in funding for Pennsylvania food banks to ensure Pennsylvanians are adequately fed and receive the assistance they need,,,,,,,,,,,,,,
4/20/2020,Pennsylvania,State,Signed,"Gov signed Senate Bill 841, which provides flexibility on property tax deadlines, allows remote public meetings and notarization of documents so online vehicle sales can resume",Reauthorizes the Pennsylvania Health Care Cost Containment Council and requires it to study the impact of COVID-19 on hospitals and health systems; Allows local governments to conduct remote public meetings; Provides property tax relief by allowing taxing districts to waive late fees and penalties for property taxes paid by December 31; Allows school districts to renegotiate contracts with service providers to ensure payment of personnel and fixed costs during the school closure; Allows remote notarization of documents.,,,,,,,,,,,,,
4/20/2020,Pennsylvania,State,Announcement,"Gov announced three actions including: enabling online sales of vehicles, restarting construction projects statewide, and allowing curbside pickup of wine and spirits at select Pennsylvania Liquor Control Board locations",,,,,,,,,,,,,,
4/20/2020,Pennsylvania,State,Announcement,Gov announced that the statewide stay-at-home orders will be extended to May 8th,,,,,,,,,,,,,,
4/22/2020,Pennsylvania,State,Announcement,Gov released a detailed plan to reopen the Commonwealth utilizing a phased approach with phase one beginning  May 8th,,,,,,,,,,,,,,
4/22/2020,Pennsylvania,State,Announcement,Gov announced that the Department of State has launched an awareness campaign to inform the public about the new primary election date and how to apply for a mail-in ballot,,,,,,,,,,,,,,
4/23/2020,Pennsylvania,State,Issued,"Gov issued guidance for all construction businesses and employees to mitigate the spread of COVID-19 as operations resume on May 1, one week earlier than previously announced",,,,,,,,,,,,,,
4/27/2020,Pennsylvania,State,Announcement,Gov announced the lifting of some restrictions on businesses related to certain outdoor activities will start on May 1,,,,,,,,,,,,,,
4/28/2020,Pennsylvania,State,Issued,Gov sent a letter to the members of Pennsylvania’s congressional delegation urging Congress to take legislative action to ensure access to the Supplemental Nutrition Assistance Program (SNAP) to those who need it during the recovery months ahead,,,,,,,,,,,,,,
4/28/2020,Pennsylvania,State,Issued,"Gov sent a letter to the United States Department of Agriculture (USDA) requesting reconsiderations for interpretations of SNAP made by the USDA’s Food and Nutrition Service, which denied the state’s request to allow college students to be counted towards their household’s benefit and determined that time-limited pandemic unemployment compensation would be counted as income, potentially disqualifying households that would have otherwise qualified",,,,,,,,,,,,,,
4/29/2020,Pennsylvania,State,Signed,Gov signed 1) House Bill 1869 allows for National Guard members called to active duty to be covered under the Heart and Lung Act if they contract COVID-19 while performing their duties 2) House Bill 752 provides for the Game Commission to pay a fair market value for land in Allegheny County,,,,,,,,,,,,,,
4/30/2020,Pennsylvania,State,Announcement,"Gov announced at least $324 million in funding has been awarded to 31 hospitals across the commonwealth through the Hospital Emergency Loan Program, which provides short-term financial relief as hospitals combat the surge of cases in their region",,,,,,,,,,,,,,
5/1/2020,Pennsylvania,State,Announcement,"Gov announced the reopening of 24 counties in the northwest and north-central regions of the state, moving from red to yellow on May 8.",,,,,,,,,,,,,,
5/4/2020,Pennsylvania,State,Announcement,Gov provided guidance businesses must follow to conduct in-person operations in counties slated to move to the yellow phase of reopening on May 8,,,,,,,,,,,,,,
5/6/2020,Pennsylvania,State,Announcement,"Gov announced the availability of a program to provide free N95 respirator decontamination to healthcare facilities, first responders, and other eligible organizations that may be experiencing a shortage of the respirators due to limited availability through normal procurement channels.",,,,,,,,,,,,,,
5/6/2020,Pennsylvania,State,Announcement,"Gov announced the creation of the Commonwealth Civilian Coronavirus Corps, a public service initiative that will support efforts this fall to increase testing and contact tracing and provide critical new job opportunities in the public health sector.",,,,,,,,,,,,,,
5/6/2020,Pennsylvania,State,Signed,Gov signed an executive order to afford health care practitioners protection against liability for good faith actions taken in response to the call to supplement the health care provider workforce.,,,,,,,,,,,,,,
5/7/2020,Pennsylvania,State,Announcement,Governor’s Office of Advocacy and Reform announced the launch of a volunteer think tank comprised of 25 experts representing a diversity of fields and backgrounds who will develop a plan to make Pennsylvania a trauma-informed state.,,,,,,,,,,,,,,
5/7/2020,Pennsylvania,State,Signed,Gov signed an executive order that protects Pennsylvanians from foreclosures or evictions through July 10.,,,,,,,,,,,,,,
5/7/2020,Pennsylvania,State,Signed,"Governor and Secretary of Health extended the orders for all counties in red, and signed new orders for the 24 counties moving to yellow on May 8.",,,,,,,,,,,,,,
5/8/2020,Pennsylvania,State,Announcement,Governor announced 13 Pennsylvania counties will move to the yellow phase and begin reopening on May 15,,,,,,,,,,,,,,
5/8/2020,Pennsylvania,State,Signed,"Governor signed Senate Bill 67, which amends regulations to expand the availability of psychological services through telemedicine",,,,,,,,,,,,,,
5/11/2020,Pennsylvania,State,Announcement,Governor reminded Pennsylvanians that the state’s actions to stop the spread of the virus are working and that noncompliance with the law could result in negative consequences to counties,"Ineligibility for federal stimulus discretionary funds the state receives and intends to provide to counties with populations of fewer than 500,000; Businesses in counties that do not abide by the law will no longer be eligible for business liability insurance the protections it provides; Restaurants that reopen for dine-in service in counties that have not authorized to reopen will be at risk of losing their liquor license; and, County residents receiving unemployment compensation will be able to continue to receive benefits even if their employer reopens.",,,,,,,,,,,,,
5/13/2020,Pennsylvania,State,Announcement,Governor announced the state will be conducting extensive case histories investigations as part of contact tracing and will work to capture sexual orientation and gender identity or expression data from electronic health records in a commitment to fair treatment and inclusion of LGBTQ Pennsylvanians,,,,,,,,,,,,,,
5/13/2020,Pennsylvania,State,Announcement,Governor announced the U.S. Department of Education approved Pennsylvania’s application for $523.8 million in one-time federal emergency funds to provide relief for impacted schools,,,,,,,,,,,,,,
5/14/2020,Pennsylvania,State,Announcement,Governor announced the yellow phase orders were amended to include 13 counties moving to the yellow phase on May 15.,,,,,,,,,,,,,,
5/15/2020,Pennsylvania,State,Announcement,"Governor announced 12 additional counties will move to the yellow phase of reopening on May 22, while 18 counties remain in the red phase.",,,,,,,,,,,,,,
5/19/2020,Pennsylvania,State,Announcement,"Governor announced that many older homeowners, renters and people with disabilities will receive early rebates through the Property Tax/Rent Rebate Program.",,,,,,,,,,,,,,
5/19/2020,Pennsylvania,State,Announcement,Governor announced businesses and employees in the real estate industry may conduct limited business-related activities statewide and provided guidance for how to operate in red and yellow phase counties.,,,,,,,,,,,,,,
5/19/2020,Pennsylvania,State,Announcement,Governor announced that Pennsylvania food distributors will receive more than $50 million of $1.2 billion in funding for the U.S. Department of Agriculture’s Farmers to Families Food Box program.,,,,,,,,,,,,,,
5/20/2020,Pennsylvania,State,Announcement,Governor announced an initial distribution of $51 million of funding from the CARES Act to support child care providers around the state.,,,,,,,,,,,,,,
5/21/2020,Pennsylvania,State,Signed,"Governor signed House Bill 327 allowing the temporary sale of cocktails-to-go from bars, restaurants or hotels with a liquor license. The law takes effect immediately.",,,,,,,,,,,,,,
5/22/2020,Pennsylvania,State,Announcement,"Governor indicated that some counties may soon be moved into the green phase, the least restrictive phase.",,,,,,,,,,,,,,
5/22/2020,Pennsylvania,State,Signed,Governor amended his executive order protecting Pennsylvanians from foreclosure and eviction to specify that the order only applies to evictions and foreclosures enacted due to lack of payment or because a tenant has overstayed a lease.,,,,,,,,,,,,,,
5/22/2020,Pennsylvania,State,Issued,"Governor issued guidance to parents, summer camp operators, and other entities that provide child care and enrichment and recreational activities for children and youth during the summer months.",,,,,,,,,,,,,,
5/22/2020,Pennsylvania,State,Announcement,Governor announced that an additional eight counties will be moved to the yellow phase of reopening and 17 to green on May 29. All remaining counties are expected to move to yellow by June 5.,,,,,,,,,,,,,,
5/23/2020,Pennsylvania,State,Announcement,"Department of Health distributed the third shipment of the investigational antiviral medication, remdesvir, to treat COVID-19 patients. 8,928 doses of the medication were sent to 81 hospitals around the state.",,,,,,,,,,,,,,
5/23/2020,Pennsylvania,State,Announcement,"Pennsylvania Department of Health announced that, since February, nursing home surveyors have conducted 1,473 inspections of nursing homes, including 907 compliant investigations.",,,,,,,,,,,,,,
5/23/2020,Pennsylvania,State,Announcement,"Pennsylvania Department of Agriculture and PennAg Industries announced that $280,000 is available to the state’s poultry, swine, lamb, goat, and sheep processors to reimburse costs associated with the purchase of PPE through the Center for Poultry and Livestock Excellence",,,,,,,,,,,,,,
5/23/2020,Pennsylvania,State,Announcement,Pennsylvania Department of Labor & Industry’s anti-fraud division announced coordination with state and federal partners to monitor COVID-19 scams targeting unemployment benefits programs and their claimants.,,,,,,,,,,,,,,
5/26/2020,Pennsylvania,State,Announcement,Governor announced Centre County will move to green on Friday as part of the state’s reopening plan.,,,,,,,,,,,,,,
5/27/2020,Pennsylvania,State,Issued,"Governor issued an executive order to elaborate on the reopening process for green phase counties and guidance on outdoor dining in yellow counties, dining in green counties, and professional sports in yellow counties.",,,,,,,,,,,,,,
5/27/2020,Pennsylvania,State,Announcement,"Governor praised Pennsylvania businesses that have pivoted to produce critical products during the crisis, which have strengthened the commonwealth’s effort to protect health and safety.",,,,,,,,,,,,,,
5/28/2020,Pennsylvania,State,Announcement,Governor announced additional shipments of testing supplies have been sent to hospitals across the state.,,,,,,,,,,,,,,
5/28/2020,Pennsylvania,State,Signed,Governor and Secretary of Health signed amended yellow phase orders to include eight counties moving to the yellow phase on May 29.,,,,,,,,,,,,,,
5/29/2020,Pennsylvania,State,Announcement,Governor announced that 16 additional counties will move to the green phase of the state’s reopening plan on June 5.,,,,,,,,,,,,,,
5/29/2020,Pennsylvania,State,Signed,Governor signed a state budget that will provide 12 months of sustained public education funding at 2019-2020 levels and makes important investments in communities and programs to help begin to restore the economy.,,,,,,,,,,,,,,
6/1/2020,Pennsylvania,State,Signed,Governor signed an executive order extending the mail-in ballot deadline for county election offices in six additional counties to June 9.,,,,,,,,,,,,,,
6/3/2020,Pennsylvania,State,Announcement,"Governor announced the Department of Health reached its testing goals in May with more than 283,000 COVID-19 diagnostic test results reported to the department.",,,,,,,,,,,,,,
6/3/2020,Pennsylvania,State,Authorization,Governor renewed the 90-day disaster declaration originally signed on March 6 to provide increased support to state agencies involved in the continued response to the virus and recovery for the state during reopening.,,,,,,,,,,,,,,
6/3/2020,Pennsylvania,State,Announcement,Governor announced the Office of the State Fire Commissioner will be working to enact recent legislation to provide $50 million in direct financial relief to fire and medical service companies negatively impacted by the ongoing COVID-19 response.,,,,,,,,,,,,,,
6/8/2020,Pennsylvania,State,Announcement,"Governor announced the launch of an enhanced dashboard that captures data on demographics of cases, demographics of deaths and the state’s reopening status.",,,,,,,,,,,,,,
6/8/2020,Pennsylvania,State,Announcement,Governor announced a $225 million statewide grant program to support small businesses that were impacted by the pandemic.,,,,,,,,,,,,,,
6/9/2020,Pennsylvania,State,Announcement,"Governor announced that beginning on June 10, five additional drive-thru testing sites will open in Walmart parking lots across the state.",,,,,,,,,,,,,,
6/10/2020,Pennsylvania,State,Announcement,"Governor released updated guidance regarding the types of outdoor recreation that businesses may offer during the yellow and green phases of reopening, and how they may do so safely, as the commonwealth continues to open its own public recreation facilities across the state.",,,,,,,,,,,,,,
6/10/2020,Pennsylvania,State,Issued,Governor issued preliminary guidance for high school and recreational sports teams to resume voluntary workouts and other in-person activities in the state’s yellow and green phases.,,,,,,,,,,,,,,
6/10/2020,Pennsylvania,State,Announcement,Governor outlined the potential impact of ending the March 6 disaster declaration while clarifying that the legislature cannot end it unilaterally.,,,,,,,,,,,,,,
6/11/2020,Pennsylvania,State,Signed,Governor and Secretary of Health signed amended green phase orders for the 12 counties moving to the green phase of reopening on June 12.,,,,,,,,,,,,,,
6/12/2020,Pennsylvania,State,Announcement,Governor announced eight more counties will move to the green phase of reopening on June 19.,,,,,,,,,,,,,,
6/12/2020,Pennsylvania,State,Announcement,"Governor announced that the state is among a select few with a steady decline in cases, a positive indicator that the state’s phased, measured reopening plan is working to balance public health with economic recovery.",,,,,,,,,,,,,,
6/15/2020,Pennsylvania,State,Announcement,"Gvernor announced nine additional COVID-19 drive-thru testing sites will open in Walmart parking lots across the state, beginning on June 17, bringing the total to 19 sites at Walmart locations.",,,,,,,,,,,,,,
6/15/2020,Pennsylvania,State,Announcement,"Governor announced that individuals with intellectual disabilities, autism and the providers of support services for these vulnerable populations will receive $260 million in CARES Act funding to help provide a continuity of services.",,,,,,,,,,,,,,
6/16/2020,Pennsylvania,State,Announcement,Governor announced more than $10 million in funding through the federal HOME Investment Partnerships Program to support affordable housing projects across the commonwealth.,,,,,,,,,,,,,,
6/16/2020,Pennsylvania,State,Announcement,Governor announced the availability of $40 million in funding through the federal CARES Act to support Pennsylvania’s dairy industry and food security programs.,,,,,,,,,,,,,,
6/16/2020,Pennsylvania,State,Announcement,Governor announced that the School Safety and Security Committee approved the opening of two funding announcements totaling $157.5 million that school entities are immediately eligible to apply for to address COVID-19-related health and safety needs for the 2020-2021 school year.,,,,,,,,,,,,,,
6/17/2020,Pennsylvania,State,Announcement,"Governor announced the seven project awardees of $175,603 in new funding through the Manufacturing PA Innovation Program COVID-19 Challenge to address the commonwealth’s response to the COVID-19 pandemic.",,,,,,,,,,,,,,
6/17/2020,Pennsylvania,State,Announcement,"Governor announced that Pennsylvania is one of three states that has had a downward trajectory of COVID-19 cases for more than 42 days, according to the Centers for Disease Control and Prevention proprietary data for states. The other two states are Montana and Hawaii.",,,,,,,,,,,,,,
6/18/2020,Pennsylvania,State,Announcement,Governor reminded Pennsylvanians that mask-wearing is required when entering any business in all counties in the state in both yellow and green phases of reopening.,,,,,,,,,,,,,,
6/18/2020,Pennsylvania,State,Signed,Governor and Secretary of Health signed amended green phase orders for the 8 counties moving to green on June 19.,,,,,,,,,,,,,,
6/19/2020,Pennsylvania,State,Announcement,Governor announced that 12 additional counties will move to the green phase of reopening on June 26.,,,,,,,,,,,,,,
6/23/2020,Pennsylvania,State,Announcement,Governor noted that research confirms the importance of wearing masks to stop the spread of COVID-19 and that Pennsylvanians are required to wear masks when entering any business in all counties in both yellow and green phases of reopening.,,,,,,,,,,,,,,
6/25/2020,Pennsylvania,State,Signed,Governor signed amended green phase orders for the 12 counties moving to green on June 26.,,,,,,,,,,,,,,
6/26/2020,Pennsylvania,State,Announcement,Governor announced the availability of $20 million in grant funding for cultural organizations and museums to offset lost revenue.,,,,,,,,,,,,,,
6/26/2020,Pennsylvania,State,Announcement,"Governor announced that Lebanon County is slated to move to the green phase of reopening on July 3, putting all 67 counties in green.",,,,,,,,,,,,,,
6/26/2020,Pennsylvania,State,Announcement,Governor reminded all Pennsylvania residents and businesses that masks are mandatory when visiting a business.,,,,,,,,,,,,,,
6/28/2020,Pennsylvania,State,Announcement,"Governor commended the Allegheny County Executive and Health Department for the additional mitigations the county is putting in place in response to significant COVID-19 case increases over the past few days, emphasizing that the situation in Allegheny County is a reminder for the entire state to follow mask-wearing and other mitigation requirements.",,,,,,,,,,,,,,
6/29/2020,Pennsylvania,State,Announcement,"Governor announced that small businesses across Pennsylvania can apply for grants, beginning June 30, to offset lost revenue caused by the COVID-19 pandemic and the resulting shutdown order.",,,,,,,,,,,,,,
7/1/2020,Pennsylvania,State,Announcement,"Governor announced more than 310,000 Pennsylvanians have received their rebates early through the Property Tax/Rent Rebate Program, which provides support to older homeowners, renters and people with disabilities.",,,,,,,,,,,,,,
7/1/2020,Pennsylvania,State,Signed,Pennsylvania Secretary of Health signed a business safety order requiring face coverings in all public places.,,,,,,,,,,,,,,
7/2/2020,Pennsylvania,State,Announcement,Governor advised Pennsylvanians that wearing masks when outside the home is mandatory.,,,,,,,,,,,,,,
7/2/2020,Pennsylvania,State,Signed,"Governor signed an amended green phase order for the last Pennsylvania county to move to green, scheduled for July 3.",,,,,,,,,,,,,,
7/4/2020,Pennsylvania,State,Announcement,Governor reminded Pennsylvanians of the benefits of wearing masks.,,,,,,,,,,,,,,
7/6/2020,Pennsylvania,State,Announcement,Governor announced that 309 nonprofit arts organizations will receive grants totaling $2.3 million to help mitigate the impact of the pandemic.,,,,,,,,,,,,,,
7/6/2020,Pennsylvania,State,Announcement,Governor announced $53 million in additional financial support for child care providers that have been economically hardest hit. ,,,,,,,,,,,,,,
7/6/2020,Pennsylvania,State,Announcement,Governor’s Administration highlighted recent research studies that further point to the importance of wearing masks to stop the spread of COVID-19 and save lives.,,,,,,,,,,,,,,
3/1/2020,Rhode Island,State,Authorization,Established an Incident Command System,response to organize state agency preparedness and response activities,,,,,,,,,,,,,
3/1/2020,Rhode Island,State,Announcement,Coordination to support self-quarantining,Rhode Island Department of Health coordinating with other state agencies and community organizations to ensure support and services e.g. prescriptions and groceries,,,,,,,,,,,,,
3/11/2020,Rhode Island,State,Issued,Guidance for large events,,,,,,,,,,,,,,
3/15/2020,Rhode Island,State,Announcement,Guidance directing all child care centers to close,,,,,,,,,,,,,,
3/15/2020,Rhode Island,State,Announcement,"Guidance directing local school districts to make ""grab and go"" meals available",for students who depend on meals from their school,,,,,,,,,,,,,
3/16/2020,Rhode Island,State,Issued,Executive order regarding restrictions for public meetings,,,,,,,,,,,,,,
3/16/2020,Rhode Island,State,Issued,Executive order regarding restrictions for public locations,"Restaurants, bars, entertainment venues, and public gatherings",,,,,,,,,,,,,
3/18/2020,Rhode Island,State,Announcement,Public school should implement distance learning,Through April 3,,,,,,,,,,,,,
3/18/2020,Rhode Island,State,Signed,Executive order to direct health insurers to cover telemedicine visits,,,,,,,,,,,,,,
3/18/2020,Rhode Island,State,Issued,Moratorium on public utilities terminating services,Public Utilities Commission,,,,,,,,,,,,,
3/18/2020,Rhode Island,State,Announcement,Out-of-state health care providers can obtain temporary license,90-day license to practice in state,,,,,,,,,,,,,
3/19/2020,Rhode Island,State,Announcement,Courts will not process residential or commercial evictions for 30 days,,,,,,,,,,,,,,
3/19/2020,Rhode Island,State,Announcement,Citizens should report price gouging or scams,to the Attorney General's office,,,,,,,,,,,,,
3/19/2020,Rhode Island,State,Announcement,State has created an online form for organizations to donate equipment,Laboratory supplies and personal protective equipment to fill gaps in due to increased testing demand,,,,,,,,,,,,,
3/20/2020,Rhode Island,State,Ordered,National Guard activated,"1,000 guardspeople to train civilian medical personnel, staff call centers, and distribute food and necessities to the most vulnerable",,,,,,,,,,,,,
3/20/2020,Rhode Island,State,Issued,Extended 2019 tax filing and payment deadlines,"to July 15, consistent with changes made in federal law",,,,,,,,,,,,,
3/24/2020,Rhode Island,State,Announcement,Gov announced several initiatives designed to assist frontline workers who may need child care services.,,,,,,,,,,,,,,
3/25/2020,Rhode Island,State,Announcement,"Gov announced new guidelines for retailers and grocers, which must, among other things",allow no more than 20 percent of state fire capacity in the store at a time; designate employees to monitor social distancing and assist customers; offer exclusive hours for those in high-risk populations; and assign employee(s) to ensure the CDC cleaning guidelines are followed.,,,,,,,,,,,,,
3/25/2020,Rhode Island,State,Authorization,The Centers for Medicare & Medicaid Services (CMS) approved Rhode Island’s request for a Section 1135 Medicaid waiver,"Enables Rhode Island to provide flexibilities in Medicaid provider screening and enrollment, forgo certain pre-admission screening and annual resident review assessments, lift prior authorization requirements, and extend fair hearing and appeals timelines",,,,,,,,,,,,,
3/26/2020,Rhode Island,State,Signed,Gov signed an Executive Order mandating that anyone who has traveled to New York by any form of transportation must self-quarantine for 14 days upon arrival in Rhode Island,Order applies to anyone who has been in New York in the past 14 days and going forward,,,,,,,,,,,,,
3/26/2020,Rhode Island,State,Announcement,"Governor announced that small business owners can now receive 45 minutes of free tech support via teleconference or over the phone, which is being coordinated by Rhode Island Commerce and staffed by volunteers from some of Rhode Island’s tech companies",,,,,,,,,,,,,,
3/27/2020,Rhode Island,State,Ordered,Gov extended several regulations and announced several changes to the state’s SNAP program to provide maximum relief as provided by the CARES Act,,,,,,,,,,,,,,
3/28/2020,Rhode Island,State,Announcement,Gov announced several state actions,Issuing a stay-at-home order until 4/13; ordering anyone coming to Rhode Island by any mode of transportation after visiting another state for a non-work-related purpose to self-quarantine for 14 days; limiting gatherings to groups no more than 5; closing all non-critical retail businesses,,,,,,,,,,,,,
3/29/2020,Rhode Island,State,Announcement,Gov announced several state actions,"Directing all out-of-state drivers to pull over at information stations, staffed by the National Guard in partnership with the Department of Health; Suspending all childcare licenses until April 4; Suspending all Medicaid terminations at quarterly income verifications; and, allowing a 90-day extension on DMV expirations for March or April.",,,,,,,,,,,,,
3/30/2020,Rhode Island,State,Declaration,Gov delayed the state’s presidential primary to June 2 and will send all registered Rhode Islanders a mail ballot application in the coming weeks.,,,,,,,,,,,,,,
3/30/2020,Rhode Island,State,Ordered,"Gov mandated all child care providers (centers and families) to close, while the state reevaluates child care license suspensions on a week to week basis.",,,,,,,,,,,,,,
